Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
Romania,Marghita,54.0,1.0,Good,47.0,Good,0.0,Good,54.0,L1,7.230917783,Moderate
Congo,Mossendjo,87.0,1.0,Good,30.0,Good,0.0,Good,87.0,L1,6.804460292,Moderate
Russian Federation,Katav Ivanovsk,34.0,1.0,Good,31.0,Good,0.0,Good,25.0,L0,-4.098765882,Good
Russian Federation,Elektrogorsk,39.0,1.0,,39.0,Good,2.0,Good,27.0,L0,-3.596076272,Good
Austria,Volkermarkt,59.0,1.0,Good,31.0,Good,0.0,Good,59.0,L1,-0.210922196,Moderate
Azerbaijan,Hovsan,67.0,1.0,Good,32.0,Good,0.0,Good,67.0,L1,-1.773217347,Moderate
Nicaragua,Managua,57.0,1.0,Good,11.0,Good,5.0,Good,57.0,L1,0.992528709,Moderate
India,Tal,50.0,1.0,,39.0,Good,0.0,Good,50.0,L3,-2.856099943,Unhealthy
India,Nasrullaganj,50.0,1.0,,32.0,Good,0.0,Good,50.0,L3,5.565457887,Unhealthy
United States of America,Fountain Valley,63.0,1.0,Good,27.0,Good,1.0,Good,63.0,L1,4.554504616,Moderate
,Hamina,35.0,1.0,Good,35.0,Good,0.0,Good,18.0,L0,3.530819877,Good
Germany,Kall,58.0,1.0,Good,37.0,Good,2.0,Good,58.0,L1,6.17225308,Moderate
Italy,Codogno,55.0,1.0,Good,43.0,Good,1.0,Good,55.0,L1,8.64171882,Moderate
United States of America,Martinsville,55.0,1.0,Good,45.0,Good,1.0,Good,55.0,L1,-0.757170693,Moderate
Russian Federation,Zeya,78.0,1.0,Good,34.0,Good,0.0,Good,78.0,L1,1.104102899,Moderate
Argentina,Trelew,18.0,1.0,Good,31.0,Good,0.0,Good,2.0,L0,-6.214052904,Good
Russian Federation,Dzerzhinsk,54.0,1.0,Good,30.0,Good,3.0,Good,54.0,L1,4.791125966,Moderate
Germany,Singen,60.0,1.0,Good,31.0,Moderate,0.0,Good,60.0,L1,4.357870275,Moderate
Romania,Campina,57.0,1.0,Good,40.0,Good,0.0,Good,57.0,L1,2.08743796,Moderate
Russian Federation,Dobrinka,48.0,1.0,Good,31.0,Good,0.0,Good,48.0,L0,-0.968899399,Good
United Kingdom of Great Britain and Northern Ireland,Kilwinning,27.0,1.0,Good,27.0,Good,2.0,Good,26.0,L0,11.9389366,Good
Italy,Trinitapoli,53.0,1.0,Good,48.0,Good,1.0,Good,53.0,L1,7.694340928,Moderate
Ukraine,Apostolove,38.0,1.0,Good,31.0,Good,1.0,Good,31.0,L0,4.673548243,Good
Republic of Moldova,Ocnita,64.0,1.0,Good,41.0,Good,0.0,Good,64.0,L1,3.512571254,Moderate
Russian Federation,Vyazemskiy,32.0,1.0,Good,32.0,Good,0.0,Good,29.0,L0,9.627366103,Good
Italy,Porto Tolle,71.0,1.0,Good,46.0,Good,1.0,Good,71.0,L1,3.650170214,Moderate
Brazil,Macaubas,21.0,1.0,Good,6.0,Good,1.0,Good,21.0,L0,-0.993084624,Good
Russian Federation,Urussu,30.0,1.0,Good,30.0,Good,1.0,Good,14.0,L0,2.066744042,Good
China,Dengfeng,50.0,1.0,Good,31.0,Unhealthy,3.0,Good,86.0,L1,0.112264052,Unhealthy
India,Hospet,39.0,1.0,,19.0,Good,2.0,Good,39.0,L0,6.27752549,Good
Spain,Mollet Del Valles,51.0,1.0,Good,16.0,Good,1.0,Good,51.0,L1,-0.345650918,Moderate
Philippines,Quezon,50.0,1.0,Good,27.0,Good,2.0,Good,113.0,L2,6.564032353,Unhealthy for Sensitive Groups
India,Baghdogra,50.0,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,7.870789526,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Southampton,39.0,1.0,Good,15.0,Good,1.0,Good,39.0,L0,5.141455836,Good
Brazil,Maruim,21.0,1.0,Good,18.0,Good,1.0,Good,21.0,L0,3.024526943,Good
Brazil,Catu,22.0,1.0,Good,22.0,Good,0.0,Good,21.0,L0,2.559194325,Good
Russian Federation,Chapaevsk,42.0,1.0,Good,31.0,Good,1.0,Good,22.0,L0,10.33217023,Good
United States of America,Melbourne,39.0,1.0,Good,22.0,Good,6.0,Good,39.0,L0,2.988820051,Good
Spain,Sabadell,50.0,1.0,Good,32.0,Good,5.0,Good,50.0,L0,10.10072477,Good
Thailand,Dan Khun Thot,56.0,1.0,Good,31.0,Good,0.0,Good,56.0,L1,-7.159926493,Moderate
United States of America,Fruitville,47.0,1.0,Good,22.0,Good,1.0,Good,47.0,L0,1.458494287,Good
Bangladesh,Sirajganj,76.0,1.0,,42.0,Good,1.0,Good,76.0,L1,1.437089816,Moderate
Thailand,Si Satchanalai,62.0,1.0,Good,17.0,Good,1.0,Good,62.0,L1,4.701533602,Moderate
Nigeria,Maiduguri,95.0,1.0,Good,18.0,Good,2.0,Good,95.0,L1,8.436223309,Moderate
Russian Federation,Heihe,36.0,1.0,Good,36.0,Good,0.0,Good,28.0,L0,1.81128755,Good
Kazakhstan,Derzhavinsk,76.0,1.0,Good,31.0,Good,0.0,Good,76.0,L1,4.466683545,Moderate
India,Ranavav,106.0,1.0,Good,24.0,Good,0.0,Good,106.0,L2,-1.626503498,Unhealthy for Sensitive Groups
Pakistan,Jhawarian,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,5.329905736,Unhealthy
Colombia,Cienaga De Oro,45.0,1.0,Good,19.0,Good,0.0,Good,45.0,L0,2.247582178,Good
India,Along,64.0,1.0,Good,32.0,Good,0.0,Good,64.0,L1,12.1203557,Moderate
Germany,Naumburg,32.0,1.0,Good,31.0,Good,2.0,Good,32.0,L0,2.617587312,Good
India,Manwath,50.0,1.0,Good,34.0,Good,0.0,Good,50.0,L2,15.44590466,Unhealthy for Sensitive Groups
Chile,Osorno,67.0,1.0,Good,3.0,Good,1.0,Good,67.0,L1,3.919070982,Moderate
United States of America,East Riverdale,53.0,1.0,Good,25.0,Good,1.0,Good,53.0,L1,1.411250238,Moderate
Indonesia,Pamulang,50.0,1.0,Good,31.0,Very Unhealthy,4.0,Good,50.0,L3,6.809964899,Very Unhealthy
India,Kamalganj,50.0,1.0,Good,49.0,Good,1.0,Good,50.0,L5,10.40805419,Hazardous
Russian Federation,Kuragino,39.0,1.0,Good,39.0,Good,0.0,Good,25.0,L0,9.6054635,Good
Brazil,Nova Petropolis,46.0,1.0,Good,15.0,Good,3.0,Good,46.0,L0,3.636511818,Good
Germany,Rosbach,54.0,1.0,Good,45.0,Good,0.0,Good,54.0,L1,8.550882113,Moderate
France,Corbeil Essonnes,69.0,1.0,Good,28.0,Good,6.0,Good,69.0,L1,10.3929657,Moderate
United States of America,Saco,49.0,1.0,Good,31.0,Good,2.0,Good,34.0,L0,5.603166739,Good
Bosnia and Herzegovina,Zivinice,63.0,1.0,Good,49.0,Good,0.0,Good,63.0,L1,-6.01182241,Moderate
India,Kalamb,50.0,1.0,Good,26.0,Good,1.0,Good,50.0,L2,4.786426456,Unhealthy for Sensitive Groups
Tunisia,Tastur,45.0,1.0,Good,45.0,Good,0.0,Good,35.0,L0,7.614317806,Good
Mexico,Acajete,50.0,1.0,Good,2.0,Good,1.0,Good,50.0,L3,8.911288165,Unhealthy
Peru,Huacho,38.0,1.0,Good,20.0,Good,1.0,Good,38.0,L0,13.06908088,Good
Germany,Stuhr,40.0,1.0,Good,40.0,Good,0.0,Good,27.0,L0,-2.79284745,Good
Ukraine,Boyarka,58.0,1.0,Good,39.0,Good,2.0,Good,58.0,L1,-3.816279658,Moderate
India,Nurpur,50.0,1.0,Good,31.0,Good,1.0,Good,50.0,L3,10.73227174,Unhealthy
Italy,Serravalle Pistoiese,71.0,1.0,Good,31.0,Moderate,1.0,Good,43.0,L0,0.588408951,Moderate
Uruguay,Rivera,13.0,1.0,Good,13.0,Good,1.0,Good,13.0,L0,0.855578956,Good
Chad,Moussoro,50.0,1.0,Good,44.0,Good,0.0,Good,50.0,L2,12.33424791,Unhealthy for Sensitive Groups
Argentina,Jujuy,29.0,1.0,Good,9.0,Good,5.0,Good,29.0,L0,3.207296493,Good
United States of America,Eunice,70.0,1.0,Good,31.0,Good,3.0,Good,70.0,L1,7.771575212,Moderate
Russian Federation,Kambarka,48.0,1.0,Good,36.0,Good,0.0,Good,48.0,L0,-1.526307521,Good
United States of America,Beacon,53.0,1.0,Good,33.0,Good,6.0,Good,53.0,L1,6.208261421,Moderate
Costa Rica,Naranjo,53.0,1.0,Good,25.0,Good,0.0,Good,53.0,L1,11.87386318,Moderate
Croatia,Makarska,58.0,1.0,,35.0,Good,1.0,Good,58.0,L1,2.622082417,Moderate
India,Gormi,50.0,1.0,,46.0,Good,1.0,Good,50.0,L3,-0.922553764,Unhealthy
Italy,Altamura,42.0,1.0,Good,31.0,Good,1.0,Good,20.0,L0,-1.889160754,Good
Spain,Merida,29.0,1.0,Good,29.0,Good,2.0,Good,20.0,L0,-2.879889028,Good
Guatemala,San Francisco Zapotitlan,99.0,1.0,Good,7.0,Good,1.0,Good,99.0,L1,15.43201897,Moderate
South Africa,Lady Frere,36.0,1.0,Good,16.0,Good,1.0,Good,36.0,L0,-7.055470147,Good
United States of America,Kaneohe,36.0,1.0,Good,35.0,Good,0.0,Good,36.0,L0,1.393844869,Good
Germany,Linkenheim Hochstetten,53.0,1.0,Good,29.0,Good,3.0,Good,53.0,L1,8.403310728,Moderate
Russian Federation,Surgut,34.0,1.0,Good,34.0,Good,0.0,Good,23.0,L0,2.667768221,Good
Bangladesh,Pabna,71.0,1.0,,40.0,Good,1.0,Good,71.0,L1,2.171370731,Moderate
United States of America,Kingsville,99.0,1.0,Good,19.0,Good,2.0,Good,99.0,L1,8.269646407,Moderate
South Africa,Richards Bay,61.0,1.0,,24.0,Good,1.0,Good,61.0,L1,1.167959811,Moderate
India,Tonk,50.0,1.0,Good,36.0,Good,7.0,Good,50.0,L3,8.385148209,Unhealthy
Ethiopia,Sebeta,51.0,1.0,Good,22.0,Good,0.0,Good,51.0,L1,9.266114485,Moderate
Brazil,Afonso Claudio,36.0,1.0,Good,9.0,Good,2.0,Good,36.0,L0,-0.397804304,Good
Finland,Kotka,35.0,1.0,Good,35.0,Good,0.0,Good,5.0,L0,12.90988416,Good
Colombia,Santa Rosa De Cabal,85.0,1.0,Good,3.0,Good,1.0,Good,85.0,L1,-2.183804331,Moderate
Solomon Islands,Honiara,18.0,1.0,Good,18.0,Good,0.0,Good,6.0,L0,4.024810988,Good
Japan,Tama,80.0,1.0,Good,27.0,Good,1.0,Good,80.0,L1,4.328449424,Moderate
United Kingdom of Great Britain and Northern Ireland,Tonbridge,34.0,1.0,Good,34.0,Good,0.0,Good,26.0,L0,3.590057463,Good
India,Naravarikuppam,50.0,1.0,Good,27.0,Good,2.0,Good,118.0,L2,13.15346466,Unhealthy for Sensitive Groups
Democratic Republic of the Congo,Mbandaka,99.0,1.0,Good,11.0,Good,0.0,Good,99.0,L1,8.206775941,Moderate
Canada,Nanaimo,38.0,1.0,Good,38.0,Good,1.0,Good,23.0,L0,8.961738101,Good
United States of America,North Versailles,45.0,1.0,Good,37.0,Good,4.0,Good,45.0,L0,9.986312926,Good
Philippines,Davao,87.0,1.0,Good,17.0,Good,1.0,Good,87.0,L1,-5.550947811,Moderate
United States of America,Haysville,48.0,1.0,Good,43.0,Good,1.0,Good,48.0,L0,5.880740903,Good
France,Lattes,48.0,1.0,Good,48.0,Good,0.0,Good,29.0,L0,3.960371638,Good
India,Taoru,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,13.30332113,Unhealthy
Brazil,Crixas,37.0,1.0,Good,8.0,Good,0.0,Good,37.0,L0,-4.754345025,Good
Burkina Faso,Hounde,39.0,1.0,Good,22.0,Good,0.0,Good,39.0,L0,9.477424224,Good
Russian Federation,Krasnoufimsk,37.0,1.0,Good,27.0,Good,0.0,Good,37.0,L0,1.173690503,Good
Guatemala,Cuyotenango,105.0,1.0,Good,6.0,Good,1.0,Good,105.0,L2,15.32149142,Unhealthy for Sensitive Groups
United States of America,Darby,60.0,1.0,Good,45.0,Good,4.0,Good,60.0,L1,-6.297241375,Moderate
Netherlands,Lisse,40.0,1.0,Good,27.0,Good,5.0,Good,40.0,L0,-1.547482024,Good
France,Petit Bourg,50.0,1.0,Good,28.0,Good,0.0,Good,50.0,L0,8.320431981,Good
United States of America,Farmington Hills,49.0,1.0,,29.0,Good,6.0,Good,49.0,L0,3.956605565,Good
Costa Rica,Sabanilla,42.0,1.0,Good,21.0,Good,2.0,Good,42.0,L0,10.06287686,Good
,Bacoli,47.0,1.0,Good,47.0,Good,2.0,Good,40.0,L0,4.710866329,Good
Switzerland,Chur,34.0,1.0,Good,26.0,Good,1.0,Good,34.0,L0,13.03785122,Good
United States of America,Avocado Heights,50.0,1.0,Good,12.0,Good,1.0,Good,50.0,L2,4.237580481,Unhealthy for Sensitive Groups
Brazil,Patos,31.0,1.0,Good,17.0,Good,0.0,Good,31.0,L0,2.240818456,Good
Russian Federation,Salsk,38.0,1.0,Good,38.0,Good,1.0,Good,11.0,L0,-0.175195681,Good
Brazil,Suzano,50.0,1.0,Good,0.0,Good,1.0,Good,50.0,L4,4.237580481,Very Unhealthy
Russian Federation,Cherepovets,30.0,1.0,Good,30.0,Good,0.0,Good,8.0,L0,1.646856991,Good
Thailand,Khon Buri,52.0,1.0,Good,28.0,Good,0.0,Good,52.0,L1,6.376216088,Moderate
United States of America,East Patchogue,43.0,1.0,,30.0,Good,1.0,Good,43.0,L0,9.690472342,Good
United States of America,Lewisburg,68.0,1.0,Good,25.0,Good,1.0,Good,68.0,L1,13.0662078,Moderate
Poland,Kety,58.0,1.0,,35.0,Good,2.0,Good,58.0,L1,1.33966255,Moderate
Japan,Mikuni,51.0,1.0,Good,51.0,Moderate,1.0,Good,34.0,L0,2.788702358,Moderate
Italy,Arese,67.0,1.0,Good,37.0,Good,4.0,Good,67.0,L1,2.142767702,Moderate
Germany,Riegelsberg,46.0,1.0,,32.0,Good,4.0,Good,46.0,L0,-2.589565533,Good
Italy,Maranello,61.0,1.0,Good,42.0,Good,1.0,Good,61.0,L1,-8.199243567,Moderate
Russian Federation,Surkhakhi,36.0,1.0,Good,36.0,Good,1.0,Good,36.0,L0,-1.270124471,Good
Czechia,Jaromer,30.0,1.0,Good,29.0,Good,1.0,Good,30.0,L0,2.241478929,Good
Russian Federation,Barnaul,49.0,1.0,,21.0,Good,1.0,Good,49.0,L0,-1.792182519,Good
Peru,Ica,23.0,1.0,Good,31.0,Good,1.0,Good,23.0,L0,2.492275944,Good
Peru,Colan,34.0,1.0,Good,23.0,Good,0.0,Good,34.0,L0,2.876977058,Good
India,Pallikonda,31.0,1.0,Good,26.0,Good,0.0,Good,31.0,L0,2.348983115,Good
Pakistan,Chaman,50.0,1.0,Good,44.0,Good,0.0,Good,50.0,L2,-0.25133296,Unhealthy for Sensitive Groups
United Kingdom of Great Britain and Northern Ireland,Sunderland,51.0,1.0,Good,31.0,Good,1.0,Good,51.0,L1,-5.535509344,Moderate
Benin,Savalou,54.0,1.0,Good,30.0,Good,0.0,Good,54.0,L1,5.016420737,Moderate
China,Tieling,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,3.0,Good,104.0,L2,8.543288871,Unhealthy for Sensitive Groups
Poland,Chelmza,31.0,1.0,Good,31.0,Good,1.0,Good,27.0,L0,-6.137176524,Good
India,Rampur Hat,50.0,1.0,Good,28.0,Good,1.0,Good,50.0,L3,4.774488206,Unhealthy
South Africa,Stellenbosch,50.0,1.0,Good,12.0,Good,1.0,Good,50.0,L3,15.74825675,Unhealthy
Italy,Valdobbiadene,28.0,1.0,Good,28.0,Good,2.0,Good,20.0,L0,4.143389129,Good
Central African Republic,Paoua,67.0,1.0,Good,17.0,Good,0.0,Good,67.0,L1,-0.66883166,Moderate
Democratic Republic of the Congo,Goma,50.0,1.0,Good,31.0,Good,1.0,Good,50.0,L2,5.380865916,Unhealthy for Sensitive Groups
France,Le Pre Saint Gervais,39.0,1.0,Good,26.0,Good,3.0,Good,39.0,L0,9.753973541,Good
Russian Federation,Tarki,56.0,1.0,Good,42.0,Good,0.0,Good,56.0,L1,2.764639845,Moderate
Italy,Pescara,70.0,1.0,Good,35.0,Good,5.0,Good,70.0,L1,0.124663113,Moderate
India,Sadat,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,9.537981597,Unhealthy
Brazil,Iranduba,52.0,1.0,Good,5.0,Good,0.0,Good,52.0,L1,-1.970566134,Moderate
Cuba,Cabaiguan,53.0,1.0,Good,16.0,Good,3.0,Good,53.0,L1,6.568228921,Moderate
India,Chik Ballapur,62.0,1.0,Good,22.0,Good,1.0,Good,62.0,L1,-2.567774559,Moderate
Peru,Paijan,31.0,1.0,Good,19.0,Good,1.0,Good,31.0,L0,2.514413381,Good
Canada,Saint Hyacinthe,59.0,1.0,Good,4.0,Good,1.0,Good,59.0,L1,11.14098948,Moderate
United States of America,River Falls,48.0,1.0,Good,41.0,Good,2.0,Good,48.0,L0,-3.183831746,Good
Russian Federation,Syktyvkar,30.0,1.0,Good,30.0,Good,0.0,Good,10.0,L0,-1.917634703,Good
United States of America,Saginaw,32.0,1.0,Good,25.0,Good,5.0,Good,32.0,L0,12.46297133,Good
Ukraine,Dergachi,52.0,1.0,Good,35.0,Good,1.0,Good,52.0,L1,1.804824984,Moderate
India,Mathura,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,3.002082257,Unhealthy
Sudan,Sinjah,57.0,1.0,,14.0,Good,0.0,Good,57.0,L1,1.710181815,Moderate
Mexico,Nuevo Mexico,74.0,1.0,Good,3.0,Good,1.0,Good,74.0,L1,6.83598009,Moderate
Brazil,Santa Maria Da Boa Vista,20.0,1.0,Good,12.0,Good,0.0,Good,20.0,L0,-6.493547629,Good
Brazil,Sao Mateus Do Sul,22.0,1.0,Good,13.0,Good,0.0,Good,22.0,L0,8.382412167,Good
Japan,Daito,31.0,1.0,,31.0,Good,3.0,Good,23.0,L0,5.770666194,Good
United States of America,Bedford Heights,36.0,1.0,Good,36.0,Good,4.0,Good,33.0,L0,-6.303457939,Good
United States of America,Mashpee,29.0,1.0,Good,29.0,Good,2.0,Good,17.0,L0,-2.829420385,Good
Mexico,Lagos De Moreno,51.0,1.0,Good,31.0,Good,0.0,Good,51.0,L1,-0.823115222,Moderate
Italy,Latina,77.0,1.0,Good,31.0,Moderate,1.0,Good,30.0,L0,9.489565637,Moderate
India,Hazaribag,50.0,1.0,Good,45.0,Good,1.0,Good,50.0,L3,0.092199803,Unhealthy
United States of America,Cadillac,54.0,1.0,,31.0,Good,2.0,Good,54.0,L1,3.686949732,Moderate
Australia,Bendigo,23.0,1.0,Good,23.0,Good,0.0,Good,23.0,L0,8.819174401,Good
Brazil,Demerval Lobao,49.0,1.0,Good,8.0,Good,2.0,Good,49.0,L0,4.6307551,Good
Belgium,De Pinte,36.0,1.0,Good,31.0,Good,3.0,Good,36.0,L0,7.404499551,Good
France,Oyonnax,62.0,1.0,Good,30.0,Good,1.0,Good,62.0,L1,2.855830456,Moderate
Hungary,Paszto,65.0,1.0,Good,31.0,Moderate,0.0,Good,65.0,L1,10.76567612,Moderate
Brazil,Itarantim,23.0,1.0,Good,31.0,Good,1.0,Good,23.0,L0,1.187488291,Good
China,Helong,41.0,1.0,,41.0,Good,0.0,Good,38.0,L0,-2.983684914,Good
India,Richha,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,10.54899537,Unhealthy
China,Baoning,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,3.0,Good,50.0,L3,9.987054038,Unhealthy
China,Wenshang,50.0,1.0,Good,31.0,Unhealthy,3.0,Good,50.0,L2,12.9469199,Unhealthy
Bolivia (Plurinational State of),Punata,34.0,1.0,Good,4.0,Good,1.0,Good,34.0,L0,1.282209373,Good
Turkey,Luleburgaz,44.0,1.0,,44.0,Good,0.0,Good,12.0,L0,0.531067181,Good
Pakistan,Gujranwala,50.0,1.0,,35.0,Good,1.0,Good,50.0,L3,4.237580481,Unhealthy
United States of America,Williamsburg,50.0,1.0,Good,42.0,Good,2.0,Good,50.0,L0,1.757811994,Good
Ghana,Nungua,56.0,1.0,Good,17.0,Good,0.0,Good,56.0,L1,5.444747384,Moderate
China,Lingao,59.0,1.0,Good,28.0,Good,0.0,Good,59.0,L1,5.869928145,Moderate
Russian Federation,Primorsko Akhtarsk,43.0,1.0,Good,43.0,Good,0.0,Good,9.0,L0,7.043060125,Good
Latvia,Bauska,38.0,1.0,Good,38.0,Good,0.0,Good,32.0,L0,1.895741144,Good
Poland,Bialogard,33.0,1.0,Good,33.0,Good,0.0,Good,26.0,L0,-7.860558726,Good
United States of America,Hope Mills,55.0,1.0,Good,35.0,Good,5.0,Good,55.0,L1,-0.62070092,Moderate
United States of America,Two Rivers,49.0,1.0,Good,27.0,Good,4.0,Good,49.0,L0,8.263322095,Good
France,Ostwald,69.0,1.0,Good,31.0,Moderate,0.0,Good,69.0,L1,2.101972484,Moderate
India,Baduria,50.0,1.0,Good,31.0,Moderate,7.0,Good,50.0,L3,9.764176289,Unhealthy
India,Jagadhri,50.0,1.0,Good,31.0,Moderate,1.0,Good,50.0,L5,5.91259872,Hazardous
Russian Federation,Udomlya,29.0,1.0,Good,29.0,Good,0.0,Good,12.0,L0,0.120370052,Good
Germany,Salzwedel,43.0,1.0,Good,43.0,Good,0.0,Good,24.0,L0,1.766207678,Good
Slovenia,Kamnik,78.0,1.0,Good,27.0,Good,3.0,Good,78.0,L1,5.800455012,Moderate
Russian Federation,Zvenigovo,39.0,1.0,Good,32.0,Good,1.0,Good,39.0,L0,13.21059448,Good
France,Saint Priest,109.0,1.0,Good,23.0,Good,5.0,Good,109.0,L2,4.031215274,Unhealthy for Sensitive Groups
Madagascar,Amparafaravola,22.0,1.0,Good,22.0,Good,0.0,Good,10.0,L0,0.747366897,Good
United States of America,Yarmouth,37.0,1.0,Good,31.0,Good,3.0,Good,19.0,L0,9.918539452,Good
Germany,Wittlich,31.0,1.0,Good,31.0,Good,2.0,Good,27.0,L0,2.138999568,Good
United Kingdom of Great Britain and Northern Ireland,Penarth,50.0,1.0,Good,16.0,Good,5.0,Good,50.0,L0,2.172620121,Good
Italy,Solofra,68.0,1.0,Good,31.0,Moderate,0.0,Good,54.0,L1,7.356529821,Moderate
Brazil,Itapeva,16.0,1.0,Good,16.0,Good,0.0,Good,14.0,L0,-5.184493449,Good
Germany,Zeitz,53.0,1.0,Good,48.0,Good,0.0,Good,53.0,L1,1.139990623,Moderate
Mexico,Tacambaro,28.0,1.0,Good,7.0,Good,1.0,Good,28.0,L0,-0.566704384,Good
Turkey,Suruc,55.0,1.0,Good,50.0,Good,0.0,Good,55.0,L1,8.920811633,Moderate
Viet Nam,Tra Vinh,64.0,1.0,Good,27.0,Good,1.0,Good,64.0,L1,7.655637844,Moderate
Ghana,Apam,104.0,1.0,Good,14.0,Good,1.0,Good,104.0,L2,2.544928241,Unhealthy for Sensitive Groups
United States of America,Sturgis,41.0,1.0,Good,41.0,Good,1.0,Good,34.0,L0,3.890745332,Good
Philippines,Manaoag,84.0,1.0,,26.0,Good,1.0,Good,84.0,L1,5.297502547,Moderate
Russian Federation,Mozhaysk,40.0,1.0,Good,28.0,Good,0.0,Good,40.0,L0,3.498303623,Good
Philippines,Makati,63.0,1.0,Good,23.0,Good,1.0,Good,63.0,L1,9.733347884,Moderate
Russian Federation,Yershov,39.0,1.0,Good,33.0,Good,0.0,Good,39.0,L0,3.393322118,Good
Poland,Kolo,32.0,1.0,Good,32.0,Good,1.0,Good,29.0,L0,2.879187302,Good
India,Kilakarai,57.0,1.0,Good,30.0,Good,0.0,Good,57.0,L1,-5.452347017,Moderate
Brazil,Carutapera,23.0,1.0,Good,20.0,Good,0.0,Good,23.0,L0,3.996796564,Good
India,Ramtek,50.0,1.0,Good,34.0,Good,1.0,Good,50.0,L3,11.06206774,Unhealthy
United States of America,Cheney,32.0,1.0,Good,32.0,Good,1.0,Good,28.0,L0,4.62460719,Good
Brazil,Porto Seguro,29.0,1.0,Good,13.0,Good,1.0,Good,29.0,L0,-5.317482166,Good
France,Biarritz,40.0,1.0,Good,40.0,Good,0.0,Good,23.0,L0,2.582393875,Good
Russian Federation,Mozdok,74.0,1.0,Good,44.0,Good,0.0,Good,74.0,L1,5.564682709,Moderate
Mexico,Colima,38.0,1.0,Good,8.0,Good,3.0,Good,38.0,L0,-6.122045088,Good
Brazil,Passos,68.0,1.0,Good,4.0,Good,3.0,Good,68.0,L1,12.18123653,Moderate
Brazil,Palmital,50.0,1.0,Good,24.0,Good,0.0,Good,50.0,L0,3.30332777,Good
Brazil,Manaus,40.0,1.0,,4.0,Good,1.0,Good,40.0,L0,9.53064669,Good
India,Nandikotkur,109.0,1.0,Good,45.0,Good,3.0,Good,109.0,L2,2.203042825,Unhealthy for Sensitive Groups
India,Tirukkoyilur,76.0,1.0,Good,39.0,Good,1.0,Good,76.0,L1,0.465996593,Moderate
Spain,Zumarraga,61.0,1.0,Good,19.0,Good,3.0,Good,61.0,L1,0.016168897,Moderate
Italy,San Prisco,69.0,1.0,Good,31.0,Moderate,0.0,Good,55.0,L1,3.415860617,Moderate
Philippines,Cabagan,46.0,1.0,Good,37.0,Good,0.0,Good,46.0,L0,1.639030483,Good
China,Kunming,49.0,1.0,Good,21.0,Good,2.0,Good,49.0,L0,1.075328565,Good
India,Pasan,50.0,1.0,Good,53.0,Moderate,6.0,Good,50.0,L3,11.10837339,Unhealthy
Belgium,Quaregnon,55.0,1.0,Good,27.0,Good,4.0,Good,55.0,L1,4.2290355,Moderate
United Republic of Tanzania,Mafinga,30.0,1.0,Good,16.0,Good,0.0,Good,30.0,L0,6.835641377,Good
India,Kosamba,50.0,1.0,Good,25.0,Good,1.0,Good,50.0,L3,-1.409663344,Unhealthy
Brazil,Lago Da Pedra,32.0,1.0,Good,4.0,Good,1.0,Good,32.0,L0,-4.092000133,Good
Canada,Bathurst,35.0,1.0,Good,29.0,Good,0.0,Good,35.0,L0,3.035246353,Good
Italy,Cesenatico,38.0,1.0,Good,36.0,Good,5.0,Good,38.0,L0,3.453594398,Good
Brazil,Guapiacu,57.0,1.0,Good,6.0,Good,2.0,Good,57.0,L1,9.128076299,Moderate
Pakistan,Ranipur,50.0,1.0,,47.0,Good,1.0,Good,50.0,L3,-1.2256457,Unhealthy
Egypt,El Mahalla El Kubra,109.0,1.0,Good,31.0,Good,4.0,Good,109.0,L2,7.650003078,Unhealthy for Sensitive Groups
Mexico,La Canada,45.0,1.0,Good,24.0,Good,2.0,Good,45.0,L0,-0.063225951,Good
France,Montreuil,30.0,1.0,Good,28.0,Good,2.0,Good,30.0,L0,6.040767001,Good
United States of America,Owasso,53.0,1.0,Good,27.0,Good,5.0,Good,53.0,L1,12.82365307,Moderate
Mexico,Tuxtepec,84.0,1.0,Good,20.0,Good,4.0,Good,84.0,L1,1.43347422,Moderate
Italy,Novi Ligure,56.0,1.0,Good,33.0,Good,3.0,Good,56.0,L1,8.591362912,Moderate
Pakistan,Nushki,50.0,1.0,,35.0,Good,1.0,Good,116.0,L2,3.97137159,Unhealthy for Sensitive Groups
Pakistan,Daud Khel,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,2.0,Good,50.0,L3,6.177748193,Unhealthy
Japan,Katsuyama,80.0,1.0,Good,24.0,Good,1.0,Good,80.0,L1,8.477732369,Moderate
Russian Federation,Morshansk,47.0,1.0,Good,32.0,Good,1.0,Good,47.0,L0,7.227545637,Good
